team.home,away.team,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
Southampton,Queens Park Rangers,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,Swansea City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
West Bromwich Albion,Burnley,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Aston Villa,Manchester City,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Hull City,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,win
Leicester City,Burnley,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,draw
Liverpool,West Bromwich Albion,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Swansea City,Newcastle United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Chelsea,Arsenal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,win
Manchester United,Everton,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Tottenham Hotspur,Southampton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
West Ham United,Queens Park Rangers,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Arsenal,Hull City,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Burnley,West Ham United,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,lose
Crystal Palace,Chelsea,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Everton,Aston Villa,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester City,Tottenham Hotspur,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Newcastle United,Leicester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
Southampton,Sunderland,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Queens Park Rangers,Liverpool,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Stoke City,Swansea City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
West Bromwich Albion,Manchester United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Liverpool,Hull City,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Southampton,Stoke City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,lose
Swansea City,Leicester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
West Bromwich Albion,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,draw
West Ham United,Manchester City,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,win
Burnley,Everton,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester United,Chelsea,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,draw
Tottenham Hotspur,Newcastle United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Queens Park Rangers,Aston Villa,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Arsenal,Burnley,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,win
Chelsea,Queens Park Rangers,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Swansea City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Hull City,Southampton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Leicester City,West Bromwich Albion,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Newcastle United,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,draw
Aston Villa,Tottenham Hotspur,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester City,Manchester United,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Crystal Palace,Sunderland,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Burnley,Hull City,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Liverpool,Chelsea,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Manchester United,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,win
Queens Park Rangers,Manchester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,draw
Southampton,Leicester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
West Ham United,Aston Villa,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Sunderland,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Swansea City,Arsenal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,win
Tottenham Hotspur,Stoke City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Bromwich Albion,Newcastle United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Manchester United,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Chelsea,West Bromwich Albion,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,West Ham United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,win
Leicester City,Sunderland,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Manchester City,Swansea City,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Newcastle United,Queens Park Rangers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,Burnley,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,lose
Crystal Palace,Liverpool,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Hull City,Tottenham Hotspur,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Aston Villa,Southampton,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Burnley,Aston Villa,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Liverpool,Stoke City,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester United,Hull City,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Queens Park Rangers,Leicester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
Sunderland,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,draw
Swansea City,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,draw
West Bromwich Albion,Arsenal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,lose
West Ham United,Newcastle United,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Southampton,Manchester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Tottenham Hotspur,Everton,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Burnley,Newcastle United,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Crystal Palace,Aston Villa,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Leicester City,Liverpool,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester United,Stoke City,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Swansea City,Queens Park Rangers,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
West Bromwich Albion,West Ham United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,lose
Arsenal,Southampton,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Chelsea,Tottenham Hotspur,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Hull City,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Sunderland,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Hull City,West Bromwich Albion,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Liverpool,Sunderland,Fast,Normal,Short,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Manchester City,Everton,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Newcastle United,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
Queens Park Rangers,Burnley,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,win
Tottenham Hotspur,Crystal Palace,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,draw
Aston Villa,Leicester City,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
West Ham United,Swansea City,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Southampton,Manchester United,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Newcastle United,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Burnley,Southampton,Balanced,Little,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Chelsea,Hull City,Fast,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Crystal Palace,Stoke City,Balanced,Normal,Long,Organised,Risky,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Leicester City,Manchester City,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Normal,Short,Organised,Safe,Normal,Normal,Organised,Medium,Press,Normal,lose
Sunderland,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Normal,Long,Organised,Risky,Lots,Little,Organised,Deep,Press,Normal,draw
West Bromwich Albion,Aston Villa,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
