team.home,away.team,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
Manchester United,Liverpool,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Chelsea,Southampton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Liverpool,Norwich City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Manchester City,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Newcastle United,Reading,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Swansea City,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
West Bromwich Albion,Aston Villa,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
West Ham United,Queens Park Rangers,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Wigan Athletic,Sunderland,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,lose
Chelsea,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Tottenham Hotspur,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Southampton,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,draw
Arsenal,West Ham United,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,win
Aston Villa,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Queens Park Rangers,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Stoke City,Wigan Athletic,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Sunderland,Swansea City,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Arsenal,Liverpool,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Everton,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,win
Fulham,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,win
Manchester United,Southampton,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Norwich City,Tottenham Hotspur,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,draw
Reading,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Arsenal,Stoke City,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Everton,Aston Villa,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Fulham,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Newcastle United,Chelsea,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Queens Park Rangers,Norwich City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Reading,Sunderland,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,win
West Ham United,Swansea City,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Wigan Athletic,Southampton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Manchester City,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
West Bromwich Albion,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Chelsea,Wigan Athletic,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Norwich City,Fulham,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Southampton,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Stoke City,Reading,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,Arsenal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Swansea City,Queens Park Rangers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Tottenham Hotspur,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Aston Villa,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,win
Manchester United,Everton,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,win
Liverpool,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,lose
Liverpool,Swansea City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Arsenal,Aston Villa,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Fulham,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Norwich City,Everton,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,win
Queens Park Rangers,Manchester United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Reading,Wigan Athletic,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
West Bromwich Albion,Sunderland,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,win
Manchester City,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Newcastle United,Southampton,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
West Ham United,Tottenham Hotspur,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
Chelsea,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,win
Everton,Reading,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester United,Norwich City,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Southampton,Queens Park Rangers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Stoke City,West Ham United,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,lose
Sunderland,Fulham,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Swansea City,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Wigan Athletic,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Tottenham Hotspur,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Aston Villa,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Norwich City,Southampton,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Queens Park Rangers,Sunderland,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,win
Reading,Aston Villa,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Bromwich Albion,Swansea City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Liverpool,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,win
Newcastle United,Stoke City,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Aston Villa,Queens Park Rangers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Manchester United,Reading,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Southampton,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Stoke City,West Bromwich Albion,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,draw
Swansea City,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Chelsea,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,win
Sunderland,Norwich City,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Tottenham Hotspur,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Wigan Athletic,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Arsenal,Reading,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,win
Manchester City,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Southampton,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Sunderland,Manchester United,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Swansea City,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,lose
West Ham United,West Bromwich Albion,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,win
Wigan Athletic,Norwich City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Aston Villa,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Fulham,Queens Park Rangers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Norwich City,Swansea City,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Reading,Southampton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Stoke City,Aston Villa,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
West Bromwich Albion,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Chelsea,Sunderland,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,win
Liverpool,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,draw
Newcastle United,Fulham,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Queens Park Rangers,Wigan Athletic,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
Tottenham Hotspur,Everton,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,draw
Manchester United,Manchester City,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Arsenal,Norwich City,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Aston Villa,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Everton,Queens Park Rangers,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Reading,Liverpool,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Southampton,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,draw
Newcastle United,Sunderland,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,lose
Stoke City,Manchester United,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,lose
Arsenal,Everton,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,draw
Fulham,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Manchester City,Wigan Athletic,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
West Ham United,Manchester United,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Fulham,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
Norwich City,Reading,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Queens Park Rangers,Stoke City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,lose
Sunderland,Everton,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,win
Swansea City,Southampton,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,draw
West Bromwich Albion,Newcastle United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
West Ham United,Wigan Athletic,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Liverpool,Chelsea,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Tottenham Hotspur,Manchester City,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Manchester United,Aston Villa,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Everton,Fulham,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,win
Manchester City,West Ham United,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Little,Organised,Deep,Press,Normal,win
Newcastle United,Liverpool,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Southampton,West Bromwich Albion,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Deep,Contain,Normal,lose
Stoke City,Norwich City,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Deep,Press,Normal,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,win
Wigan Athletic,Tottenham Hotspur,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Medium,Press,Normal,draw
Arsenal,Manchester United,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,draw
Chelsea,Swansea City,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,win
Reading,Queens Park Rangers,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,draw
Aston Villa,Sunderland,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Little,Lots,Organised,Medium,Press,Normal,win
Fulham,Reading,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Norwich City,Aston Villa,Fast,Little,Long,Organised,Normal,Lots,Normal,Organised,Medium,Press,Normal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,lose
Queens Park Rangers,Arsenal,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Medium,Press,Normal,Slow,Little,Short,Organised,Normal,Normal,Normal,Free Form,Medium,Press,Normal,lose
