season,away_team_api_id,home_team_api_id,H_overall_rating,A_overall_rating,H_potential,A_potential,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
2013/2014,8472,10261,825,797,859,853,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10260,10194,804,869,830,916,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2
2013/2014,10003,8654,794,813,818,840,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,9826,9825,878,767,912,796,2,2,1,2,1,2,2,1,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2
2013/2014,8650,8659,801,846,848,903,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,1
2013/2014,8455,8456,892,897,927,913,2,2,1,2,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2013/2014,8659,9826,782,800,818,835,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,10252,802,788,862,815,2,1,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
2013/2014,10261,8455,882,800,921,858,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,9825,8650,847,884,905,922,3,2,1,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2013/2014,8456,9850,810,895,848,929,2,1,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,1
2013/2014,10194,8466,814,784,861,825,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8667,8472,796,790,850,811,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8344,10003,816,797,854,847,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,9879,10260,870,824.5299233,911,874.6768998,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1
2013/2014,8668,8586,845,865,906,878,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,10252,8344,791,778,858,845,2,1,2,2,2,2,2,2,1,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2013/2014,8466,8667,781,813,809,864,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2013/2014,8455,8659,793,901,842,931,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,1
2013/2014,9850,8654,794,805,810,857,3,2,3,2,3,3,1,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,10260,9825,885,872,917,917,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1
2013/2014,10003,10194,804,822,830,845,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1
2013/2014,8650,9879,823.5613065,857,874.9220714,906,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,3,2,3
2013/2014,8586,10261,819,841,862,904,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8472,9825,876,795,906,858,2,2,1,2,1,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8667,8344,788,824.5299233,832,812,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8668,8455,883,865,921,878,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,10260,9826,787,864,817,932,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
2013/2014,10194,8456,897,791,925,837,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,9879,8659,799,838,845,845,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,1
2013/2014,8466,8654,794,813,810,864,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,10003,8650,854,820,910,848,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,10252,10261,823,805,866,870,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8586,9850,812,835,853,896,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,8668,838,781,871,808,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2013/2014,8455,9879,830,900,849,932,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,3,2,2,3,2,3
2013/2014,10261,8667,788,819,814,872,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8650,8466,814,866,870,909,2,2,2,2,2,2,2,1,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2013/2014,9825,10194,811,877,840,905,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2013/2014,9850,10252,807,804,858,849,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,9826,10003,822,771,855,816,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1
2013/2014,8344,8586,840,791,898,846,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,9879,8344,791,824.5299233,855,874.6768998,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,1,2,2
2013/2014,8586,8455,879,837,919,891,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,9826,778,829,800,871,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2013/2014,10194,9850,811,796,845,845,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,10260,8659,808,843,829,923,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
2013/2014,8659,10003,820,803,857,835,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8455,10252,798,902,856,931,2,1,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,2
2013/2014,8344,8668,839,795,887,865,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,10261,9879,819,816,851,875,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8456,8667,791,886,822,918,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2013/2014,9850,8466,826,795,882,840,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,8654,10194,816,791,845,827,2,1,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2013/2014,9826,8472,796,773,845,827,2,1,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1
2013/2014,8650,10260,866,850,928,904,2,2,2,2,2,3,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2013/2014,9825,8586,823.5613065,872,874.9220714,902,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2013/2014,8650,8344,793,854,858,906,2,1,2,2,2,2,2,2,1,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2013/2014,9825,8455,882,872,924,902,3,2,2,2,2,2,3,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2013/2014,10003,8668,842,822,896,845,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,8659,8667,788,800,824,838,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,9879,8456,888,824.5299233,913,874.6768998,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2
2013/2014,9826,10261,818,773,869,811,2,1,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2
2013/2014,8472,9850,811,799,839,847,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10260,8654,791,854,819,905,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,3,2,2,2,3,2,3
2013/2014,10194,10252,807,796,858,845,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8466,8586,823.5613065,824,874.9220714,875,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,8456,10260,865,899,911,930,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2013/2014,10003,9825,868,832,900,858,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1
2013/2014,8668,10261,818,844,869,886,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8472,8650,855,795,908,849,3,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8667,8654,791,824.5299233,819,824,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8456,9825,871,896,895,927,2,2,1,2,1,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,3,2,1
2013/2014,8455,9826,781,899,810,925,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,2
2013/2014,10252,10260,860,788,910,851,2,2,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,10261,8466,809,821,874,861,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8667,10194,816,785,845,811,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,9850,10003,826,801,863,843,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,8344,8659,799,797,841,839,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,1
2013/2014,8668,9879,823.5613065,844,874.9220714,880,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8586,8650,854,824.5299233,910,874.6768998,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,8472,794,786,855,820,2,1,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
2013/2014,9879,10252,787,806,844,851,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,3
2013/2014,9826,8344,789,773,850,811,2,1,2,2,2,2,2,2,1,3,2,2,2,3,2,3,2,2,2,2,3,2,3
2013/2014,10194,8455,870,796,914,845,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10003,8667,778,825,809,853,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,8466,8456,898,805,926,864,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,10260,10261,808,868,857,909,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
2013/2014,8659,9850,811,810,838,834,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,9825,8668,834,868,879,890,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,2
2013/2014,8650,8654,798,852,831,911,3,2,3,2,3,3,1,2,1,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2013/2014,8472,8586,823.5613065,797,874.9220714,844,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10252,9826,781,797,810,848,2,2,3,2,3,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,9850,9879,821,801,842,854,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,8344,8466,808,792,870,862,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,3,2,3
2013/2014,10261,10194,816,811,845,854,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8668,8472,796,838,851,868,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8586,8659,806,824.5299233,834,874.6768998,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2013/2014,8456,8650,853,896,913,927,3,2,1,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,2
2013/2014,8455,10003,820,884,857,920,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2013/2014,8654,9825,871,802,892,840,2,2,1,2,1,2,2,1,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2013/2014,9826,8668,841,781,895,819,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3
2013/2014,8472,8456,888,794,917,843,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8466,10252,797,830,847,876,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1
2013/2014,10194,8344,796,803,859,852,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8472,8455,865,797,912,852,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10003,10261,815,819,855,852,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2013/2014,9879,8586,823.5613065,824.5299233,874.9220714,874.6768998,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2
2013/2014,9826,8654,804,773,837,811,3,2,3,2,3,3,1,2,1,3,2,2,2,3,2,3,2,2,2,2,3,2,3
2013/2014,10260,8668,844,866,889,916,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2
2013/2014,9825,8667,781,881,812,909,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2013/2014,8650,9850,806,861,850,911,2,1,2,2,2,3,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2013/2014,8659,8456,892,802,925,848,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8667,9879,823.5613065,789,874.9220714,807,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1
2013/2014,9850,10260,884,799,924,855,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,8668,8466,821,831,864,873,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8586,10194,815,824.5299233,850,874.6768998,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,10252,10003,820,787,862,843,2,2,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8654,8659,803,791,846,825,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2013/2014,8456,9826,789,891,818,926,2,2,3,2,3,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2013/2014,8455,8650,857,862,910,905,3,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2013/2014,8344,8472,791,788,854,854,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,10261,9825,882,812,912,861,2,2,1,2,1,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8667,10252,804,797,854,815,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8456,8668,828,893,879,926,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2013/2014,8472,10260,883,797,914,852,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8344,10261,814,787,859,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,9879,10194,814,824.5299233,847,874.6768998,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2
2013/2014,8466,10003,814,835,856,876,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2013/2014,8586,8654,792,851,823,892,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8659,9825,878,816,904,849,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,9850,8455,869,795,907,837,3,2,2,2,2,2,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2013/2014,8650,9826,781,861,810,911,2,2,3,2,3,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,1
2013/2014,8667,10260,833,769,873,778,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8659,8472,795,800,854,848,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,10252,8456,892,773,920,844,2,2,1,2,1,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8455,8344,776,874,852,921,2,1,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2013/2014,9826,9879,795,763,827,831,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,3,2,2,2,2,3,2,1
2013/2014,8668,8667,784,854,811,873,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,10261,8650,856,821,906,863,3,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,8456,898,782,928,822,2,2,1,2,1,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2013/2014,9825,9850,803,876,843,895,2,1,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2013/2014,10260,8466,823,861,870,923,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1
2013/2014,10003,8472,800,824.5299233,852,874.6768998,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2013/2014,10252,8586,850,789,895,853,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,10194,8659,811,815,855,845,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,9826,9825,863,797,916,830,2,2,1,2,1,2,2,1,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2
2014/2015,8668,8197,760,850,823,876,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,10003,10260,833,821,898,849,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2014/2015,8667,10172,810,824.5299233,857,846,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,10252,10194,822,797,862,832,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2014/2015,8472,8659,793,801,858,853,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8586,8654,794,828,826,900,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8466,8650,853,802,907,866,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,8456,10261,810,892,864,932,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2014/2015,8455,8191,755,878,790,941,2,1,3,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2014/2015,10261,10252,806,806,837,865,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8197,8455,885,751,938,807,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,8654,9826,794,796,831,845,2,2,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
2014/2015,9825,8668,849,859,883,919,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,1
2014/2015,8659,8466,814,793,868,855,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8191,10003,814,753,859,793,2,2,2,2,2,2,2,1,2,3,2,2,1,3,2,3,2,2,2,2,3,2,2
2014/2015,10194,8667,775,800,829,849,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,10260,8472,802,857,852,913,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1
2014/2015,10172,8586,823.5613065,820,874.9220714,866,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8650,8456,897,857,929,906,2,2,1,2,1,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,2
2014/2015,10260,8191,755,866,790,915,2,1,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1
2014/2015,8455,8668,848,878,885,937,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2014/2015,10194,8456,894,805,933,855,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2014/2015,9826,10261,818,786,870,820,2,1,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,1
2014/2015,8472,10172,816,805,864,856,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8659,10003,814,781,859,860,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8466,8654,801,800,838,868,3,2,3,2,3,3,1,2,1,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2014/2015,8667,10252,806,824.5299233,837,840,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,9825,8197,753,881,808,915,2,2,2,2,2,2,3,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,1
2014/2015,8650,8586,823.5613065,852,874.9220714,921,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2014/2015,8456,9825,874,885,916,914,2,2,1,2,1,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,3,2,1
2014/2015,10003,8455,885,821,938,849,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2014/2015,8191,9826,789,753,826,793,2,2,3,2,3,2,2,2,2,3,2,2,1,3,2,3,2,2,2,2,3,2,1
2014/2015,10252,8650,854,789,919,846,3,2,1,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2014/2015,10261,8466,818,812,868,869,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2014/2015,8197,10194,814,735,848,805,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3
2014/2015,8586,8472,801,824.5299233,853,874.6768998,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8668,8659,791,851,858,884,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,10172,10260,843,828,903,862,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2014/2015,8654,8667,794,773,841,829,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,1
2014/2015,9825,10252,802,872,845,926,2,1,3,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2014/2015,8472,8191,754,815,788,850,2,1,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8667,10261,813,824.5299233,867,836,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,10194,10172,820,804,869,858,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2014/2015,8466,10003,815,808,859,875,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
2014/2015,8650,8654,806,837,843,899,3,2,3,2,3,3,1,2,1,3,2,3,2,1,2,2,2,2,2,2,3,2,2
2014/2015,9826,8668,844,780,890,821,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3
2014/2015,10260,8197,765,847,811,904,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2
2014/2015,8455,8456,898,874,932,931,2,2,1,2,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,1
2014/2015,8659,8586,823.5613065,803,874.9220714,848,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2014/2015,8586,9825,863,824.5299233,923,874.6768998,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,10252,8455,887,788,937,843,3,2,2,2,2,2,3,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2014/2015,8197,9826,790,769,822,815,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2
2014/2015,8456,8667,793,899,838,922,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2014/2015,8668,8650,845,831,913,872,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2014/2015,8654,10260,837,824.5299233,915,874.6768998,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,2
2014/2015,10172,8466,815,835,868,878,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
